51306700492,fdd,217,176
51306705450,fea,97,253
51306726644,gfb,164,86
51306802667,gdc,230,246
51306826021,cce,226,104
51306842983,eac,70,155
51306864565,gcd,37,275
51306872251,bfg,84,127
51306874274,ddb,258,27
51306892110,bgd,71,190
51306903748,ace,50,46
51306911893,fgb,275,117
51306921482,bcb,179,235
51306934073,eff,235,57
51306954918,bca,108,257
51306959532,fgg,28,13
51306966547,adg,158,290
51306985916,dgf,247,288
51307023269,adc,202,211
51307048294,fda,83,58
51307060868,dce,38,148
51307084615,cdd,269,147
51307113401,ceb,38,47
51307119184,dbb,243,42
51307128638,age,205,326
51307133008,acc,266,243
51307137221,gbe,34,126
51307145061,ffa,178,23
51307174680,abf,15,250
51307183359,gcb,155,247
51307186116,cga,290,125
51307187517,aeg,46,235
51307200568,fad,275,46
51307212484,eca,276,317
51307217156,fbd,93,197
51307240580,aae,228,194
51307259662,gbc,235,44
51307261156,bab,70,24
51307268520,fed,205,69
51307278661,gcf,244,22
51307282033,fde,216,74
51307287548,eba,2,261
51307287935,geg,137,170
51307288122,bcd,108,58
51307298704,bgb,204,178
51307309201,ggg,102,274
51307312803,fgf,130,70
51307315074,bcc,84,17
51307321979,gff,267,118
51307322442,gca,8,211
51307345798,ddf,270,211
51307362603,aea,77,205
51307364191,cgd,3,124
51307373551,acg,77,39
51307396289,bge,82,248
51307405415,aad,160,179
51307408069,fcd,191,101
51307419560,cce,5,116
51307433594,fea,196,204
51307439927,fcc,158,94
51307461109,edg,267,270
51307493962,fdf,45,285
51307520825,dgd,281,206
51307530811,gef,10,204
51307555905,cbb,93,296
51307573214,fgc,255,280
51307608472,dga,54,253
51307611217,acd,199,182
51307621354,bbf,298,66
51307621986,ffc,17,33
51307651552,dfg,96,34
51307665114,cdg,247,224
51307715775,baa,159,247
51307726910,aed,268,21
51307732507,dgg,92,5
51307746421,cdf,218,169
51307768407,gdg,234,49
51307772696,ecg,110,214
51307792994,fcd,280,92
51307801858,gag,84,272
51307804722,ebe,35,275
51307813203,ead,92,261
51307818199,add,248,107
51307829049,gda,34,224
51307832061,efg,110,172
51307845342,bdc,208,63
51307847200,gfd,275,145
51307854086,aga,88,7
51307864982,bbf,36,54
51307886860,cge,122,236
51307913887,bag,123,198
51307918019,egb,258,222
51307922513,ggg,275,315
51307986775,bee,146,52
51308001508,egf,152,129
51308004891,bbe,223,10
51308029890,ggd,182,17
51308064707,gee,253,223
51308081174,cff,296,277
51308112942,gce,244,44
51308128205,afa,76,293
51308145071,eed,208,95
51308177653,ebg,23,116
51308190286,bgd,187,169
51308191565,fce,299,203
51308198170,bcb,87,218
51308199858,edf,207,166
51308217585,cgb,171,139
51308220748,bcg,271,187
51308223047,ceg,67,206
51308248838,bda,95,80
51308251931,ffa,266,26
51308264752,dbc,242,293
51308285615,dab,134,176
51308289768,faa,260,84
51308305041,cbf,233,141
51308326986,fbf,233,250
51308344512,bcb,137,231
51308348219,fec,48,69
51308348687,afb,269,87
51308357596,bed,4,189
51308362564,dgc,56,136
51308367883,cgg,99,116
51308371813,eae,216,63
51308388182,eec,95,263
51308409483,dff,111,31
51308422343,ecf,44,209
51308425202,cgg,33,118
51308442721,fcf,14,133
51308445375,fae,126,270
51308454364,bef,153,5
51308496594,cda,256,5
51308498377,gca,189,227
51308502616,afc,36,61
51308527604,eea,72,52
51308528361,cce,170,124
51308536431,ebd,78,119
51308540079,adb,61,241
51308542654,aef,135,98
51308548109,ege,142,79
51308548626,dcb,67,60
51308559291,gaf,65,236
51308561115,fcg,28,225
51308588607,dgd,122,232
51308622733,eea,66,47
51308623241,dce,191,170
51308629072,cea,222,32
51308635578,fff,293,7
51308636044,bfc,78,174
51308645946,gdd,202,185
51308654057,dcd,239,232
51308663083,fab,236,289
51308682067,cge,155,221
51308682194,ece,273,138
51308686241,cef,38,175
51308706573,gba,45,10
51308711350,cgc,282,221
51308715262,cfa,17,6
51308716545,dee,142,85
51308724714,gab,211,266
51308734651,aba,270,230
51308741127,agd,56,293
51308752512,dbg,251,224
51308762752,cba,65,92
51308768694,gbg,146,132
51308769632,ddb,297,23
51308777154,fgd,162,62
51308784529,bad,292,245
51308787122,aeb,238,78
51308792240,cbd,119,308
51308821571,gga,230,249
51308824469,beg,253,284
51308838733,dba,138,107
51308885978,gbd,223,69
51308894172,bfb,42,228
51308916476,eea,277,55
51308918020,eaf,273,166
51308948445,aec,267,67
51308953938,ffd,174,105
51309001838,eea,64,62
51309018651,afg,146,243
51309019298,fdd,273,198
51309020664,bcb,74,205
51309070697,cfd,212,271
51309073006,dbe,156,142
51309099785,eab,139,134
51309110221,fbc,258,283
51309113706,dbc,155,310
51309118069,cec,24,61
51309127873,bgf,163,35
51309148996,ffb,131,31
51309152538,bce,241,51
51309152920,efd,254,128
51309157761,bbc,197,144
51309174662,bda,230,66
51309175286,gfa,229,107
51309176696,gac,99,25
51309185894,ggb,59,208
51309194476,cee,59,27
51309201622,daa,41,295
51309209189,abe,18,134
51309209738,cfb,297,214
51309215959,fca,82,167
51309245192,eeg,63,147
51309250315,bgc,293,182
51309262612,gda,204,255
51309268710,bba,38,22
51309296854,fba,207,76
51309300522,ebd,250,104
51309303389,dda,112,96
51309324831,gac,239,28
51309331402,aff,141,279
51309335437,agb,203,22
51309337335,acf,39,301
51309341062,fef,81,104
51309349686,aab,251,256
51309351955,caf,239,65
51309368277,fga,24,285
51309383877,eed,242,81
51309384674,gfb,233,98
51309417316,egc,123,165
51309439163,egd,9,106
51309456439,aga,271,5
51309459802,aea,30,192
51309492007,afd,51,159
51309506333,ccg,95,134
51309507888,dgb,122,136
51309514077,dad,298,205
51309517965,ace,271,54
51309579019,gaa,107,187
51309595721,fgg,47,10
51309606248,baf,66,270
51309607643,bfd,130,96
51309619374,afd,282,131
51309638683,ebf,254,304
51309640485,dgd,78,243
51309652515,ffg,241,243
51309668354,cgb,294,125
51309679124,ceb,67,44
51309683828,eda,255,69
51309687520,aed,149,20
51309691842,cbc,211,29
51309692441,caa,123,281
51309699692,ced,165,169
51309721223,cac,111,275
51309725572,gag,231,223
51309736329,bcb,266,217
51309743732,ebc,39,46
51309745054,gdb,5,222
51309784044,ggf,64,271
51309786582,dfc,125,152
51309795071,dag,101,242
51309795073,dea,160,159
51309804665,dec,263,16
51309813623,egg,7,238
51309817488,bbb,123,272
51309822055,bfd,186,96
51309832229,dae,180,100
51309843129,dde,284,178
51309855533,fbb,70,279
51309859424,bcf,48,224
51309861230,eeb,150,111
51309879431,agf,99,59
51309895790,bca,161,272
51309923719,efd,10,103
51309938607,gfc,53,111
51309943889,abb,185,175
51309947439,bff,7,242
51309979613,ddg,39,92
51309983751,aed,188,20
51310017509,def,167,83
51310020046,ead,106,234
51310070074,fdg,107,46
51310095173,afa,128,319
51310096937,cfd,84,322
51310126671,gae,271,55
51310127146,add,214,118
51310136764,ced,285,145
51310146366,bbe,174,9
51310150903,cfe,51,171
51310194197,aee,34,148
51310218966,ecd,39,36
51310222049,fee,141,158
51310226878,bba,53,21
51310253079,dcf,288,36
51310293877,egc,94,158
51310308510,gbf,154,311
51310339096,cdc,254,122
51310427723,gbg,238,154
51310431709,gde,281,164
51310433780,fae,176,216
51310499982,bea,18,300
51310512059,cda,30,5
51310563030,dff,117,24
51310567582,cff,95,293
51310589978,bdf,63,256
51310610262,agg,218,16
51310629142,dgd,247,255
51310666004,eag,246,224
51310681989,baa,167,256
51310702465,beg,216,232
51310732199,aab,288,238
51310737528,afe,283,94
51310743443,beb,89,46
51310748565,abe,113,117
51310759096,gee,294,187
51310767845,bec,129,228
51310775779,fde,148,69
51310785674,bdc,213,63
51310786219,gbb,287,24
51310790308,gge,196,15
51310790721,dfa,84,284
51310791628,eea,96,66
51310794225,ccd,224,35
51310800311,ggc,69,138
51310802078,feb,285,133
51310834497,add,152,95
51310836193,gcg,123,67
51310866988,fge,83,235
51310873808,acb,116,67
51310913384,efc,280,272
51310923879,edc,248,30
51310937512,ccf,95,118
51310946251,dgf,126,296
51310950641,fea,75,222
51310951213,dfa,87,312
51310984889,bad,89,213
51310986804,acg,83,43
51310989996,ddd,116,365
51310999480,gca,86,249
51311008048,aae,223,215
51311018006,cbb,200,248
51311018009,agc,245,149
51311020879,ddb,45,27
51311030156,faa,229,96
51311033835,ecg,182,239
51311045888,bec,200,198
51311056631,ede,277,253
51311060731,fbb,79,270
51311110476,fdc,173,409
51311182269,gea,188,297
51311193936,eab,216,134
51311197434,bcf,269,190
51311208815,gcf,219,17
51311209031,dca,155,205
51311211888,adb,54,214
51311219018,ecb,207,120
51311224603,gce,288,46
51311251821,gba,80,11
51311258733,ecc,44,88
51311278498,dba,15,113
51311320676,ddc,250,113
51311338118,ebf,170,334
51311341544,ebb,55,51
51311348523,egb,18,186
51311392571,cbf,170,167
51311427817,abg,17,15
51311431872,dge,284,140
51311443371,cag,248,83
51311458254,abc,121,95
51311496331,bgb,62,195
51311499414,feg,263,174
51311505582,faf,15,218
51311512234,ccb,75,46
51311525987,ebg,40,109
51311533216,gfa,160,108
51311547145,cga,19,132
51311565218,edc,237,26
51311584378,aad,181,164
51311604771,gfe,182,34
51311617679,dad,255,225
51311619709,cde,239,141
51311653152,dgc,154,140
51311654749,ffg,242,245
51311659985,aaa,275,294
51311663524,ded,212,175
51311676586,egc,106,151
51311693503,dbd,163,98
51311706691,gcd,259,220
51311724018,gff,90,129
51311742045,bcf,159,195
51311745731,dfb,247,222
51311770355,bdb,17,65
51311770521,ccd,16,32
51311777848,bgg,141,249
51311863788,fcd,107,104
51311886625,cgc,163,196
51311912713,ffa,200,25
51311917651,fdc,217,466
51311931225,dac,39,253
51311949606,bdd,276,259
51311974418,ccc,68,169
51311976133,efa,44,299
51311999947,ffd,220,96
51312014378,abf,119,240
51312016071,geb,27,254
51312027206,afe,66,106
51312033358,baa,105,263
51312035297,dcc,87,156
51312046668,bga,225,136
51312053975,bba,207,18
51312137854,egb,178,187
51312144187,fdf,93,324
51312154124,gef,93,179
51312156974,bfa,186,165
51312194777,dbd,285,91
51312195288,eee,149,17
51312202070,abf,34,208
51312207292,gaf,127,264
51312209505,acc,37,260
51312223065,fgb,228,120
51312241690,ecc,103,102
51312242979,gff,59,136
51312253839,cbg,43,236
51312276241,ecf,135,238
51312296294,cbd,149,344
51312302274,abd,287,238
51312310009,cgf,107,18
51312318063,deg,172,117
51312319635,acb,156,63
51312324576,dcc,192,177
51312343917,aac,133,53
51312364902,bga,63,126
51312384857,fef,245,111
51312385801,gac,151,24
51312397527,cdg,131,212
51312398866,bbc,58,156
51312398903,ccb,211,46
51312453599,gfb,34,86
51312458621,cbb,227,252
51312465912,gec,99,199
51312467753,cfb,29,177
51312525404,bbb,196,233
51312539383,gdf,276,100
51312547952,gad,140,123
51312563855,gag,4,202
51312584694,dcg,81,151
51312612254,dbc,65,334
51312688191,ffe,227,6
51312702957,gac,91,20
51312704596,bbf,13,49
51312738356,beg,126,218
51312741030,dab,14,184
51312743749,aeg,23,230
51312773507,feg,5,205
51312778402,aaa,246,288
51312816271,edf,267,157
51312826303,fec,140,77
51312856006,faf,211,257
51312875292,eeb,233,104
51312904589,cgg,286,106
51312918734,fgc,210,254
51312932360,adf,77,266
51312958927,dag,236,244
51312963223,fgd,46,53
51312985557,gfa,247,98
51313004194,gdc,223,270
51313006335,bbg,234,206
51313025831,daa,217,295
51313058090,eaa,5,241
51313058403,bfc,206,146
51313087411,fag,141,59
51313090989,deg,24,126
51313102158,afc,126,71
51313122446,afc,245,83
51313127197,fcc,233,93
51313128233,eef,186,97
51313130842,bba,183,21
51313136085,abd,109,197
51313179080,gfd,151,118
51313197669,adb,96,205
51313227813,edd,8,65
51313242078,cae,170,104
51313264462,gdg,136,53
51313268607,efb,182,64
51313300426,edb,43,19
51313330734,aga,131,5
51313363772,ccf,144,95
51313366749,bcd,17,48
51313367498,bgb,206,226
51313378044,gdb,187,217
51313379905,cdb,19,37
51313396075,gcd,14,231
51313399797,fcb,17,304
51313417935,fdb,209,127
51313431559,ada,295,76
51313439981,cba,295,79
51313478273,bae,12,11
51313531076,fbd,247,157
51313570192,efc,272,282
51313580694,ecb,129,126
51313591445,cce,91,143
51313643274,cga,126,125
51313675555,fcf,258,152
51313697853,fda,256,52
51313702101,abd,129,228
51313719576,gdf,262,100
51313733805,aaf,147,164
51313746132,dcb,162,67
51313766543,dfe,80,233
51313777507,cgc,154,188
51313786075,ade,116,65
51313800865,ggc,52,129
51313823820,fgf,186,69
51313828344,bgc,274,154
51313851481,age,14,368
51313869993,cfd,113,350
51313871791,daa,148,342
51313895925,fae,73,187
51313928983,dde,49,142
51313964054,dgg,31,5
51313977015,bcg,285,181
51314003844,bbe,13,7
51314036247,gac,41,16
51314055262,gcc,220,127
51314093027,dda,248,78
51314125741,eef,212,77
51314149781,gag,41,187
51314151070,ccd,160,28
51314162048,ace,90,62
51314169280,ega,259,180
51314190422,cea,286,31
51314218834,dbf,178,245
51314226677,adg,154,272
51314227227,bcf,251,185
51314244004,gcb,261,281
51314250132,dda,149,92
51314263346,cee,97,24
51314280943,aec,175,67
51314295282,gbg,103,157
51314296116,ceb,198,43
51314321355,cgb,176,113
51314322395,eag,43,185
51314336552,cad,117,254
51314341335,ggf,219,246
51314360356,dcd,155,213
51314362725,fac,156,14
51314388221,dge,71,138
51314400640,gdb,66,251
51314409927,bfe,223,113
51314425465,aag,151,307
51314428766,cef,173,199
51314453861,dfg,27,38
51314470254,gec,75,177
51314470520,bfb,27,223
51314473439,bdg,111,50
51314474846,ggd,112,15
51314480998,bcb,86,175
51314544642,agb,255,18
51314553559,edb,212,20
51314565869,dfc,195,144
51314566615,bab,186,22
51314572393,dga,135,290
51314582262,acd,119,145
51314627773,cab,11,234
51314630936,efe,220,89
51314638255,eda,43,79
51314639803,gac,117,12
51314660157,cbc,223,31
51314660520,fcf,17,171
51314673565,fad,154,48
51314681969,fca,274,156
51314739528,ece,236,144
51314762806,fed,287,77
51314776693,bgd,30,175
51314801033,dgd,123,226
51314802145,bbd,54,179
51314802386,cab,3,278
51314802775,abg,245,14
51314816595,dfa,163,365
51314822414,gae,215,58
51314831358,agc,46,168
51314843708,dgf,231,316
51314858119,eff,58,67
51314870922,fga,12,330
51314871118,afd,283,120
51314901482,caf,185,57
51314916462,eag,14,218
51314929465,bgc,183,164
51314941504,edf,150,178
51314951620,fcg,209,191
51314953243,gfg,87,190
51314973967,edg,240,256
51314990646,bcg,255,170
51315020520,cec,188,65
51315026973,ecf,5,247
51315032298,acg,66,50
51315060248,ega,284,149
51315066430,cfc,229,274
51315091199,ege,214,70
51315121136,fca,289,146
51315131594,gcf,30,16
51315140631,bac,195,109
51315161946,deb,4,227
51315164635,ddf,177,236
51315182386,agf,29,60
51315191201,abg,245,12
51315194257,bde,297,166
51315196680,aca,171,128
51315196870,aab,23,221
51315217774,gbf,44,267
51315219165,age,113,382
51315226907,eab,161,128
51315243244,add,164,102
51315243735,bed,253,190
51315256879,dgf,185,347
51315267877,dfd,237,95
51315273083,gda,230,265
51315274899,fbg,191,145
51315280367,fce,201,205
51315285613,gbg,120,185
51315308851,eaf,45,170
51315324291,dfb,40,239
51315359038,ecc,237,108
51315390738,cca,202,58
51315409641,ggg,16,302
51315412876,ccb,184,41
51315417253,gde,166,183
51315429795,ged,171,196
51315439292,fbe,67,204
51315453013,bff,154,200
51315454346,bdf,95,294
51315469503,eba,260,266
51315471359,gbe,37,133
51315481817,cfc,201,274
51315485724,ggc,20,150
51315487487,eee,254,19
51315488085,cdd,236,124
51315489437,ccd,225,33
51315494060,acf,49,304
51315527216,dba,291,110
51315561118,edb,265,21
51315631369,ceg,134,206
51315662746,gge,113,13
51315669982,ead,162,252
51315683403,afa,177,325
51315724514,adc,17,227
51315725501,egf,267,136
51315733645,cbc,184,34
51315733753,gfe,137,28
51315741662,ebe,47,266
51315752040,bag,167,162
51315759674,ebc,66,43
51315790782,dab,53,185
51315814103,cfg,171,171
51315821036,cbe,241,147
51315825933,cfe,168,176
51315845458,bcc,43,14
51315855452,fdc,30,466
51315858389,ggb,16,172
51315872620,bdd,30,266
51315901316,beb,132,37
51315923405,cgf,138,16
51315927152,aeb,47,78
51315927970,bdg,3,41
51315932898,ccg,199,132
51315967437,cad,299,236
51315983870,dce,289,198
51315990616,gce,222,43
51316038675,fdg,272,51
51316044691,daf,287,84
51316055951,dac,294,273
51316080342,gce,166,39
51316088984,gba,204,12
51316096158,aee,284,146
51316097496,dee,236,70
51316104063,ffc,184,34
51316111187,dcc,41,182
51316111884,gab,205,292
51316125341,dca,83,164
51316133370,eeg,148,117
51316170336,agd,100,328
51316175968,ebf,70,357
51316178136,edg,291,217
51316180696,adb,56,233
51316181559,fff,241,5
51316199368,gaa,123,205
51316218474,dbe,105,168
51316243993,aed,152,20
51316265726,ddb,44,24
51316278118,cag,218,93
51316278342,ggc,148,121
51316281598,bce,240,41
51316313565,cfa,240,5
51316314182,bfd,55,105
51316355613,gde,254,157
51316368922,dcb,296,54
51316375186,cbe,279,161
51316391907,bfg,13,139
51316410638,edf,28,199
51316426904,ggb,28,159
51316431897,ffb,286,35
51316432293,dda,129,74
51316455681,afa,68,354
51316469761,bef,187,5
51316499109,dee,5,67
51316506287,egb,183,177
51316554295,dbb,264,42
51316557922,dfc,132,118
51316571346,eac,70,136
51316571864,eca,211,310
51316578318,gbc,6,47
51316610495,bgc,59,134
51316614301,cge,149,258
51316614330,gbg,70,164
51316621044,dbg,111,226
51316631745,bbf,280,39
51316639888,bag,22,129
51316694597,fae,215,179
51316698109,bee,238,49
51316727254,eaa,77,243
51316747997,cdf,175,174
51316753365,cac,95,286
51316791754,fce,29,186
51316819620,fae,271,177
51316834812,gdd,229,186
51316835258,edc,155,29
51316844620,eec,222,307
51316885598,afb,215,71
51316938277,gga,53,211
51316941179,bea,20,243
51316942136,fbf,299,255
51316945599,cgd,137,127
51316954538,gad,245,132
51316956953,cdd,201,124
51316978660,geg,115,170
51317004844,fgg,285,11
51317016759,ecg,143,195
51317025988,bge,182,238
51317072798,faf,202,298
51317077117,acd,14,149
51317083851,geb,231,269
51317107985,fea,243,184
51317121105,fdd,4,192
51317157447,acb,183,58
51317177548,gfe,299,30
51317192666,cdd,218,119
51317192795,bfg,235,145
51317197877,egf,56,138
51317241904,bgd,165,192
51317246108,ecf,143,269
51317264334,gff,243,140
51317314003,bee,186,51
51317340239,ece,47,156
51317353771,efg,118,153
51317398655,dcf,59,32
51317418721,cbc,278,27
51317430392,dgc,176,154
51317437964,bde,152,194
51317443273,ebf,169,389
51317444529,ege,223,67
51317447603,ffc,221,31
51317450130,fab,42,297
51317456103,aef,85,96
51317469224,cbf,141,167
51317471591,gbf,207,275
51317492621,aff,158,298
51317499105,ade,59,70
51317500400,agg,222,14
51317527805,gae,59,66
51317531850,ebf,188,420
51317546963,ccg,74,122
51317578627,cdg,80,220
51317588097,ecd,144,41
51317605580,fda,246,53
51317625253,fgb,52,128
51317629741,agf,94,63
51317635962,def,21,96
51317653367,gcg,123,68
51317736819,afg,217,196
51317742328,eae,296,58
51317759511,dgb,194,142
51317810324,dbg,226,257
51317813892,dca,93,167
51317815158,abe,160,104
51317849368,bda,185,77
51317849662,abd,38,212
51317853944,eea,94,72
51317863638,gbd,131,77
51317869784,bbb,195,219
51317888992,cbc,56,31
51317918042,ffe,95,6
51317920674,bdf,63,326
51317924744,cfg,7,157
51317927857,caa,259,241
51317930770,efb,282,59
51317950469,fbb,197,237
51318004967,gae,165,77
51318014746,gdf,48,117
51318038021,dea,8,157
51318040505,bfa,198,132
51318060345,cgg,82,91
51318068585,fbb,18,258
51318078379,fcb,83,255
51318090987,aba,180,266
51318094588,baf,36,237
51318118037,ddg,63,103
51318129621,efd,110,100
51318134021,cbd,140,409
51318163799,edc,292,30
51318174904,ddf,220,257
51318182801,gfe,98,32
51318197728,deg,175,105
51318234727,fgf,65,75
51318238949,gdb,248,225
51318242959,caf,46,52
51318313560,ebd,236,122
51318328904,bee,4,54
51318345693,dga,179,258
51318356961,egg,112,216
51318365035,fdd,149,170
51318385384,gfc,27,111
51318406219,dbe,260,198
51318419920,dae,251,87
51318428134,cfc,231,320
51318428234,afe,61,92
51318454438,cgc,285,223
51318484630,dgg,180,5
51318485193,dfe,105,212
51318499311,fee,226,139
51318521001,acg,260,45
51318534981,fbc,195,299
51318563004,eed,259,73
51318615673,bfa,240,157
51318616550,ggf,126,221
51318617788,aea,135,201
51318632982,ada,73,63
51318645426,ece,101,148
51318646171,dgb,123,119
51318648114,fba,138,71
